ID,Name,Screen Size (inches),Memory,SSD,GPU,Brand,Operating System,CPU,Color,Resolution,Series,FullName,,,,,
555,2023 ASUS Vivobook 15 OLED Laptop,15.6,8,512,AMD Radeon Graphics,ASUS,Windows11Home,AMD Ryzen 5 7000 Series,Indie Black,1920x1080,Vivobook 15 OLED,"2023 ASUS Vivobook 15 OLED Laptop, 15.6"" FHD OLED Display, AMD Ryzen 5 7530U CPU, AMD Radeon GPU, 8GB RAM, 512GB SSD, Windows 11 Home, Indie Black, M1505YA-DS52",,,,,
556,"ASUS Laptop ZenBook Pro Intel Core i9 13th Gen 13900H (2.60GHz) 32GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 4070 Laptop GPU 16.0"" Touchscreen Windows 11 Home 64-bit UX7602VI-DS96T",16,32,1024,NVIDIA GeForce RTX 4070,ASUS,Windows11Home,Intel Core i9 13th Gen,Tech Black (Aluminum),3200x2000,ZenBook Pro,"ASUS Laptop ZenBook Pro Intel Core i9 13th Gen 13900H (2.60GHz) 32GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 4070 Laptop GPU 16.0"" Touchscreen Windows 11 Home 64-bit UX7602VI-DS96T",,,,,
557,"MSI - 15.6"" 144 Hz IPS - Intel Core i7 12th Gen 12650H (2.30GHz) - NVIDIA GeForce RTX 4060 Laptop GPU - 16 GB DDR4 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (GF63 Thin 12VF-274CA)",15.6,482,512,NVIDIA GeForce RTX 4060,MSI,Windows11Home,Intel Core i7 12th Gen,Black,1920x1080,,"MSI - 15.6"" 144 Hz IPS - Intel Core i7 12th Gen 12650H (2.30GHz) - NVIDIA GeForce RTX 4060 Laptop GPU - 16 GB DDR4 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (GF63 Thin 12VF-274CA)",,,,,
558,"New Asus ROG 15.6"" FHD Laptop | AMD Ryzen 7 4800H Processor | NVIDIA GeForce RTX 3060 | 32GB RAM | 512GB SSD | Windows 11 Home | Backlit Keyboard | Bundle with Mouse Pad",15.6,32,512,NVIDIA GeForce RTX 3060,ASUS,Windows11Home,AMD Ryzen 7,Gray,,ROG,"New Asus ROG 15.6"" FHD Laptop | AMD Ryzen 7 4800H Processor | NVIDIA GeForce RTX 3060 | 32GB RAM | 512GB SSD | Windows 11 Home | Backlit Keyboard | Bundle with Mouse Pad",,,,,
559,Lenovo IdeaPad Flex 5 Laptop,16,16,,,ideapad,Windows11Home,AMD Ryzen 7,Gray,1920x1200,,"Lenovo IdeaPad Flex 5 Laptop, 16"" IPS Touch  60Hz, Ryzen 7 7730U, AMD Radeon, 16GB, 1TB, Win 11 Home",,,,,
560,"MSI GE Series - 15.6"" 240 Hz - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3080 Ti Laptop GPU - 32 GB DDR5 - 1TB NVMe SSD - Windows 11 Home 64-bit - Gaming Laptop (Raider GE66 12UHS-236 )",15.6,32,1,NVIDIA GeForce RTX 3080 Ti,MSI,Windows11Home,Intel Core i7 12th Gen,Titanium Blue,2560x1440,GE Series,"MSI GE Series - 15.6"" 240 Hz - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3080 Ti Laptop GPU - 32 GB DDR5 - 1TB NVMe SSD - Windows 11 Home 64-bit - Gaming Laptop (Raider GE66 12UHS-236 )",,,,,
561,Lenovo Slim 9i Laptop,14,32,1024,,Lenovo,Windows11Pro,Intel Core i7 12th Gen,,,,"Lenovo Slim 9i Laptop, 14.0"" Touch  60Hz, i7-1280P,   Iris Xe Graphics, 32GB, 1TB, Win 11 Pro",,,,,
562,"New HP 15.6"" Full HD (1920x1080) TouchScreen Laptop",15.6,16,512,Intel Iris Xe Graphics,HP,Windows11Pro,Intel Core i7 11th Gen,Silver,1920x1080,HP HD,"New HP 15.6"" Full HD (1920x1080) TouchScreen Laptop, 11th Gen Intel Core i7-1165G7 Processor, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Wifi-AC, Bluetooth,HDMI,USB, Windows 11 Pro",,,,,
563,"ASUS ROG Flow Z13 - 13.4"" - Intel Core i9 13th Gen 13900H (2.60GHz) - NVIDIA GeForce RTX 4050 Laptop GPU - 16 GB LPDDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (GZ301VU-DS91T-CA )",13.4,16,1024,NVIDIA GeForce RTX 4050,ASUS,Windows11Home,Intel Core i9 13th Gen,Black,2560x1600,ROG Flow Z13,"ASUS ROG Flow Z13 - 13.4"" - Intel Core i9 13th Gen 13900H (2.60GHz) - NVIDIA GeForce RTX 4050 Laptop GPU - 16 GB LPDDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (GZ301VU-DS91T-CA )",,,,,
564,Lenovo ThinkPad T480s Touchscreen Laptop,14,24,512,,,Windows10Pro,,Black,,,"Lenovo ThinkPad T480s Touchscreen Laptop, 14"" IPS FHD (1920x1080) Matte Display, Intel Core i7-8650U 4.20 GHz, 24GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Windows 10 Pro",,,,,
565,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H",15.6,64,2048,NVIDIA GeForce GTX 1650 Ti,Lenovo,Windows10Pro,Intel Core i7 10th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro",,,,,
566,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
567,Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer,15.6,16,256,,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer, Intel Core i5-8350U Processor, 16GB RAM, 256GB SSD, Backlit Keyboard, HDMI, CAM, Bluetooth, Windows 10 Pro",,,,,
568,Lenovo ThinkPad P52s Mobile Workstation Home and Business Laptop (Intel 8th Gen i7-8650U 4-core,15.6,16,512,Intel UHD Graphics 620,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad P52s Mobile Workstation Home and Business Laptop (Intel 8th Gen i7-8650U 4-core, 16GB RAM, 512GB SSD, 15.6 Inch FHD 1920x1080 IPS, NVIDIA Quadro P500, Backlit Keyboard, Windows 10 Pro",,,,,
569,Lenovo ThinkPad P53s Home and Business Laptop,15.6,32,512,NVIDIA Quadro P520,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad P53s Home and Business Laptop, Intel i7-8665U 4-Core, 32GB RAM, 512GB M.2 SATA SSD, 15.6"" FHD (1920 x 1080), NVIDIA Quadro P520, Fingerprint, Wifi, Backlit keyboard, Windows 10 Pro",,,,,
570,Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop,14,24,512,Intel UHD Graphics,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop, Intel Core i7-8650 Processor, up to 3.7GHz, 24GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Wi-Fi, Fingerprint, Bluetooth, Windows 10 Pro 64bit",,,,,
571,"ASUS VivoBook 14"" FHD Laptop | Intel Core i3-1115G4 Processor | 12GB RAM | 512GB SSD | Windows 11 Home in S Mode | Bundle with Wireless Mouse",14,12,512,Intel UHD Graphics,ASUS,Windows11inSmode,Intel Core i3,Grey,,VivoBook,"ASUS VivoBook 14"" FHD Laptop | Intel Core i3-1115G4 Processor | 12GB RAM | 512GB SSD | Windows 11 Home in S Mode | Bundle with Wireless Mouse",,,,,
572,Acer Aspire 5 Laptop,17.3,16,512,Intel Iris Xe Graphics,,Windows10Pro,Intel Core i7 11th Gen,,1920x1080,Aspire,"Acer Aspire 5 Laptop, 17.3"" IPS FHD Display, Intel Core i7-1165G7 Upto 4.7GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 10 Pro",,,,,
573,"Acer Nitro 16 - 16.0"" 165 Hz IPS - AMD Ryzen 7 7000 Series 7840HS (3.80GHz) - NVIDIA GeForce RTX 4060 Laptop GPU - 16 GB DDR5 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN16-41-R1WE )",16,16,512,NVIDIA GeForce RTX 4060,Acer,Windows11Home,AMD Ryzen 7 7000 Series,Obsidian Black,1920x1200,Nitro 16,"Acer Nitro 16 - 16.0"" 165 Hz IPS - AMD Ryzen 7 7000 Series 7840HS (3.80GHz) - NVIDIA GeForce RTX 4060 Laptop GPU - 16 GB DDR5 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN16-41-R1WE )",,,,,
574,HP Notebook Laptop,15.6,16,1024,Intel UHD Graphics,HP,Windows11Home,Intel Core i3 11th Gen,Silver,1366x768,,"HP Notebook Laptop, 15.6"" HD Touchscreen, Intel Core i3-1115G4 Processor, 16GB RAM, 1TB PCIe SSD, Webcam, Type-C, HDMI, SD Card Reader, Wi-Fi, Windows 11 Home, Silver",,,,,
575,HP 17 Laptop,17.3,8,256,Intel UHD Graphics,HP,Windows11Pro,Intel Core i3 11th Gen,Silver,1920x1080,,"HP 17 Laptop, 17.3"" IPS FHD Display, Intel Core i3-1115G4 Upto 4.1GHz, 8GB RAM, 256GB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
576,ASUS ROG Strix G15 Gaming Laptop,15.6,64,2048,AMD Radeon RX 6800M,ASUS,Windows11Pro,AMD Ryzen 9,Black,2560x1440,ROG,"ASUS ROG Strix G15 Gaming Laptop, 15.6"" 165Hz QHD Display, AMD Ryzen 9 5980HX Upto 4.8Ghz, 64GB RAM, 2TB NVMe SSD, AMD Radeon RX 6800M, DisplayPort via USB-C, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
577,"ASUS Laptop ZenBook Pro Duo Intel Core i9 12th Gen 12900H (2.50GHz) 32GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 3060 Laptop GPU 15.6"" 4K / UHD Touchscreen Windows 11 Pro 64-bit UX582ZM-XS99T",15.6 4K / UHD,32,1024,NVIDIA GeForce RTX 3060,ASUS,Windows11Pro,Intel Core i9 12th Gen,Celestial Blue,3840x2160,ZenBook Pro Duo,"ASUS Laptop ZenBook Pro Duo Intel Core i9 12th Gen 12900H (2.50GHz) 32GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 3060 Laptop GPU 15.6"" 4K / UHD Touchscreen Windows 11 Pro 64-bit UX582ZM-XS99T",,,,,
578,HP 17 Laptop,17.3,8,256,Intel UHD Graphics,HP,Windows11Home,Intel Core i3 11th Gen,Silver,1920x1080,,"HP 17 Laptop, 17.3"" IPS FHD Display, Intel Core i3-1115G4 Upto 4.1GHz, 8GB RAM, 256GB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Home (4G550UA)",,,,,
579,"Dell - Inspiron 3511 15.6"" Touch Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Notebook i3511-5829BLK-PUS",15.6,,,,,,,,,,"Dell - Inspiron 3511 15.6"" Touch Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Notebook i3511-5829BLK-PUS",,,,,
580,"*OPEN CARTON* Dell Inspiron 3511 15.6"" Full HD LED Laptop",15.6,12,512,Intel Iris Xe Graphics,DELL,Windows11Pro,Intel Core i7 11th Gen,Black,1920x1080,Inspiron,"*OPEN CARTON* Dell Inspiron 3511 15.6"" Full HD LED Laptop,11th Gen Intel Core i7-1165G7 Processor,12GB DDR4 RAM,512GB SSD, Intel Iris Xe Graphics,Wifi-AC,Bluetooth,HDMI,USB,Windows 11 Pro",,,,,
581,Lenovo IdeaPad 3 Laptop,15,8,256,,,Windows10Pro,Intel Core i3 11th Gen,Almond,1366x768,,"Lenovo IdeaPad 3 Laptop, 15.6"" HD Touch Display, Intel Core i3-1115G4 Upto 4.1GHz, 8GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro/Lone Star Mouspad",,,,,
582,"Lenovo ThinkBook 15 Gen 3 15.6"" FHD (20GB DDR4 RAM",15.6,20,1024,Intel Iris Xe Graphics,Lenovo,,AMD Ryzen 5 5000 Series,,,ThinkBook,"Lenovo ThinkBook 15 Gen 3 15.6"" FHD (20GB DDR4 RAM, 1TB PCIe SSD, AMD 6-Core Ryzen 5 5500U (Beat i7-1165G7), Webcam) Business Laptop, Backlit Keyboard, Fingerprint, Type-C, Windows 11 Pro",,,,,
583,ASUS ROG Zephyrus Duo 16 (2023) Gaming Laptop,16,32,2048,NVIDIA GeForce RTX 4090,ASUS,Windows11Pro,AMD Ryzen 9 7000 Series,Black,2560x1600,ROG Zephyrus Duo 16,"ASUS ROG Zephyrus Duo 16 (2023) Gaming Laptop, 16” Mini LED 240Hz/3ms, QHD 16:10 Display, 100% DCI-P3, NVIDIA GeForce RTX 4090, AMD Ryzen 9 7945HX, 32GB DDR5, 2TB SSD, Windows 11 Pro, GX650PY-XS97",,,,,
584,"Dell Inspiron 7620 16"" Full HD+ 1920 X 1200  2-in-1 TouchScreen Laptop",16,32,1024,Intel Iris Xe Graphics,DELL,Windows11Pro,Intel Core i7 12th Gen,Silver,1920x1080,Inspiron,"Dell Inspiron 7620 16"" Full HD+ 1920 X 1200  2-in-1 TouchScreen Laptop,12th Gen Intel Core i7-1260P Processor,32GB DDR4,1TB SSD,Intel Iris Xe Graphics,Wifi-AX,Bluetooth,Windows 11 Pro",,,,,
585,"Lenovo Laptop ThinkBook 14 G4 ABA AMD Ryzen 5 5000 Series 5625U (2.30GHz) 8GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Pro 64-bit 21DK000UUS",14,8,256,Intel Iris Xe Graphics,Lenovo,Windows11Pro,AMD Ryzen 5 5000 Series,Mineral Grey,1920x1080,ThinkBook 14 G4 ABA,"Lenovo Laptop ThinkBook 14 G4 ABA AMD Ryzen 5 5000 Series 5625U (2.30GHz) 8GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Pro 64-bit 21DK000UUS",,,,,
586,"Acer Laptop Aspire 5 Intel Core i7 13th Gen 1355U (1.70GHz) 16 GB LPDDR5 Memory 512 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Windows 11 Home 64-bit A515-58M-78JL",15.6,16,512,Intel Iris Xe Graphics,Acer,Windows11Home,Intel Core i7 13th Gen,Steel Gray,1920x1080,Aspire 5,"Acer Laptop Aspire 5 Intel Core i7 13th Gen 1355U (1.70GHz) 16 GB LPDDR5 Memory 512 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Windows 11 Home 64-bit A515-58M-78JL",,,,,
587,Acer Nitro 5 Gaming Laptop,15.6,64,2048,NVIDIA GeForce RTX 3070 Ti,Acer,Windows11Home,AMD Ryzen 7 6000 Series,Black,2560x1440,Nitro,"Acer Nitro 5 Gaming Laptop, 15.6"" QHD 165Hz Display, NVIDIA GeForce RTX 3070 Ti Graphics, AMD Ryzen 7 6800H(>i9-11900H ) Processor, 64GB DDR5 RAM, 2TB SSD, Wi-Fi 6, Windows 11 Home",,,,,
588,Lenovo IdeaPad 3 Gaming Laptop,15.6,16,512,NVIDIA GeForce RTX 3050 Ti,Lenovo,Windows11Pro,Intel Core i7 12th Gen,Dark Gray,1920x1080,IdeaPad,"Lenovo IdeaPad 3 Gaming Laptop, 15.6"" 120Hz FHD Display, Intel Core i7-12700H Upto 4.7GHz, 16GB RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, Thunderbolt, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
589,Lenovo IdeaPad 3i Laptop for Business & Student,14,12,512,Intel UHD Graphics,,Windows11Home,Intel Core i3 11th Gen,Gray,,,"Lenovo IdeaPad 3i Laptop for Business & Student, 14"" FHD Display, 11th Gen Intel Core i3-1115G4, 12GB RAM, 512GB SSD+1TB HDD, HDMI, WiFi 6, Webcam, SD Card Reader, Mytrix HDMI Cable, Win 11",,,,,
590,Lenovo ThinkPad X1 Carbon Gen 10 Intel Laptop,14,16,1024,,Lenovo,Windows11Pro,Intel Core i7 12th Gen,Black,1920x1200,,"Lenovo ThinkPad X1 Carbon Gen 10 Intel Laptop, 14"" IPS Touch, i7-1260P,  Iris Xe, 16GB, 1TB, Win 11 Pro, One YR Onsite Warranty",,,,,
591,"DELL Latitude 5290 laptop - GRADE A  - Intel Core i5 8th Gen 8350U (1.70GHz) 16GB Memory 512GB SSD - 12.5"" 1366x768 Display Intel UHD Graphics 620 - Webcam - BlueTooth - Windows 10 Pro",12.5,16,512,,DELL,Windows10Pro,Intel Core i5 8th Gen,,,Latitude,"DELL Latitude 5290 laptop - GRADE A  - Intel Core i5 8th Gen 8350U (1.70GHz) 16GB Memory 512GB SSD - 12.5"" 1366x768 Display Intel UHD Graphics 620 - Webcam - BlueTooth - Windows 10 Pro",,,,,
592,ASUS ROG Strix G17 (2022) Gaming Laptop,17.3,16,512,NVIDIA GeForce RTX 3050,ASUS,Windows11Home,AMD Ryzen 7 6000 Series,Eclipse Gray,1920x1080,ROG Strix G17,"ASUS ROG Strix G17 (2022) Gaming Laptop, 17.3"" 144Hz IPS FHD Display, NVIDIA GeForce RTX 3050 GPU, AMD Ryzen 7 6800H Processor, 16GB DDR5 RAM, 512GB SSD, RGB Keyboard, Windows 11, G713RC-RS73",,,,,
593,Acer Nitro 5 Gaming Laptop,15.6,8,512,NVIDIA GeForce RTX 3050 Ti,Acer,Windows11Home,Intel Core i7 11th Gen,Black,1920x1080,Nitro,"Acer Nitro 5 Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-11800H Upto 4.6GHz, 8GB RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, Wi-Fi, Bluetooth, Windows 11 Home (NH.QESAA.005)",,,,,
594,"Lenovo V14-ARE 14"" FHD (20GB DDR4 RAM",14,20,1024,AMD Radeon Graphics,,Windows11Pro,AMD Ryzen 5 4000 Series,Silver,,,"Lenovo V14-ARE 14"" FHD (20GB DDR4 RAM, 1TB PCIe SSD, Radeon Graphics, AMD Ryzen 5 4500U (Beat i7-8750H)), Full HD 1080p Business Laptop, WiFi, Bluetooth, Windows 11 Pro",,,,,
595,Lenovo ThinkPad T14 Gen 3 Intel Laptop,14,32,1024,,ThinkPad,,Intel Core i7,Black,,,"Lenovo ThinkPad T14 Gen 3 Intel Laptop, 14"""" IPS Touch 14.0"" WUXGA (1920x1200) IPS 300 nits Anti-glare touch w/1080p Camera, i7-1270P,  Iris Xe, 16GB, 1TB, Win 11 Professional - English",,,,,
596,ZEUSLAP 15.6 Laptop Intel Core i9 9th Gen 9880H(2.3 GHz) 32GB DDR4 RAM + 1 TB SSD Intel UHD Graphics 630 with Fingerprint Unlock Windows 11 Pro 64-bit Business Laptop,15.6,32,1024,Integrated Graphics,,Windows11Pro,Intel Core i9 9th Gen,Gray,,,ZEUSLAP 15.6 Laptop Intel Core i9 9th Gen 9880H(2.3 GHz) 32GB DDR4 RAM + 1 TB SSD Intel UHD Graphics 630 with Fingerprint Unlock Windows 11 Pro 64-bit Business Laptop,,,,,
597,Dell Inspiron 3510 Laptop,15.6,8,128,Intel UHD Graphics 600,DELL,Windows11Home,Intel Celeron,Black,1366x768,Inspiron,"Dell Inspiron 3510 Laptop, 15.6"" HD Display, Intel Celeron N4020 Upto 2.8GHz, 8GB RAM, 128GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Home S",,,,,
598,Lenovo ThinkPad T470 14.0 Inch Business Laptop,14,,,,,,,,,,"Lenovo ThinkPad T470 14.0 Inch Business Laptop, Intel Core i5-6300U up to 3.0 GHz, 16G DDR4, 1T SSD, HDMI, Thunderbolt 3, USB 3.0, Windows 10 Pro 64 Bit-Supports English/Spanish/French  (ThinkPadT470)",,,,,
599,"MSI - 15.6"" 165 Hz - Intel Core i9 12th Gen 12900H (2.50GHz) - NVIDIA GeForce RTX 3080 Ti Laptop GPU - 32 GB DDR5 - 1 TB NVMe SSD SSD - Windows 11 Home - Gaming Laptop (Vector GP66 12UHSO-673 )",15.6,32,1024,NVIDIA GeForce RTX 3080 Ti,MSI,Windows11Home,Intel Core i9 12th Gen,Black,2560x1440,,"MSI - 15.6"" 165 Hz - Intel Core i9 12th Gen 12900H (2.50GHz) - NVIDIA GeForce RTX 3080 Ti Laptop GPU - 32 GB DDR5 - 1 TB NVMe SSD SSD - Windows 11 Home - Gaming Laptop (Vector GP66 12UHSO-673 )",,,,,
600,"Samsung - Galaxy Book3 Pro 360 2-in-1 16"" 3K AMOLED Touch Screen Laptop -Intel 13th Gen Evo Core i7-1360P -16GB Memory -1TB SSD - Graphite Notebook P960QFG-KA1US",16,,,,,,,,,,"Samsung - Galaxy Book3 Pro 360 2-in-1 16"" 3K AMOLED Touch Screen Laptop -Intel 13th Gen Evo Core i7-1360P -16GB Memory -1TB SSD - Graphite Notebook P960QFG-KA1US",,,,,
601,"Lenovo IdeaPad Flex 5 16ABR8 AMD Ryzen 5 7000 Series 7530U (2.00GHz) 16GB Memory 512 GB PCIe SSD AMD Radeon Graphics 16"" Touchscreen 1920 x 1200 Convertible 2-in-1 Laptop Windows 11 Home 64-bit 82XY0030US",16,16,512,AMD Radeon Graphics,Lenovo,Windows11Home,AMD Ryzen 5 7000 Series,Arctic Grey,1920x1200,IdeaPad Flex 5 16ABR8,"Lenovo IdeaPad Flex 5 16ABR8 AMD Ryzen 5 7000 Series 7530U (2.00GHz) 16GB Memory 512 GB PCIe SSD AMD Radeon Graphics 16"" Touchscreen 1920 x 1200 Convertible 2-in-1 Laptop Windows 11 Home 64-bit 82XY0030US",,,,,
602,ASUS ROG Strix SCAR 17 (2023) Gaming Laptop,17.3,64,2048,NVIDIA GeForce RTX 4080,XOTIC PC,Windows11Pro,AMD Ryzen 9 7000 Series,Black,2560x1440,ROG Strix Scar 17,"ASUS ROG Strix SCAR 17 (2023) Gaming Laptop, 17.3 QHD 240Hz/3ms, 100% DCI-P3 Display, GeForce RTX 4080, AMD Ryzen 9 7945HX, 64GB DDR5, 2TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G733PZ-XS96",,,,,
603,Dell Inspiron 3511 Laptop,15.6,16,512,Intel UHD Graphics,DELL,Windows11Pro,Intel Core i5 10th Gen,Black,1920x1080,Inspiron,"Dell Inspiron 3511 Laptop, 15.6"" FHD Touch Display, Intel Core i5-1035G1 Upto 3.6GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro S",,,,,
604,"Microsoft Laptop Surface Laptop 4 Intel Core i5 11th Gen 1135G7 (2.40GHz) 8 GB LPDDR4X Memory 512 GB SSD Intel Iris Xe Graphics 13.5"" Touchscreen Windows 10 Home 64-bit 5BT-00058",13.5,8,512,Intel Iris Xe Graphics,Microsoft,Windows10Home🙋‍♀️MicrosoftWindows11ProUpgrade‍👉CheckABS/HelixcomputerswithWindows11,Intel Core i5 11th Gen,Sandstone with metal palm rest,2256x1504,Surface Laptop 4,"Microsoft Laptop Surface Laptop 4 Intel Core i5 11th Gen 1135G7 (2.40GHz) 8 GB LPDDR4X Memory 512 GB SSD Intel Iris Xe Graphics 13.5"" Touchscreen Windows 10 Home 64-bit 5BT-00058",,,,,
605,Lenovo IdeaPad 3 Laptop,15.6,12,512,Intel UHD Graphics,Lenovo,Windows11Pro,Intel Core i3 11th Gen,Brown,1366x768,IdeaPad,"Lenovo IdeaPad 3 Laptop, 15.6"" HD Touch Display, Intel Core i3-1115G4 Upto 4.1GHz, 12GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Pro S",,,,,
606,Acer Swift 3 Laptop,14,8,1024,AMD Radeon Vega 8,Acer,Windows11Home,AMD Ryzen 7,Silver,1920x1080,Swift,"Acer Swift 3 Laptop, 14"" IPS FHD Display, AMD Ryzen 7 5700U Upto 4.3GHz, 8GB RAM, 1TB NVMe SSD, Vega 8, HDMI, Wi-Fi, Bluetooth, Windows 11 Home",,,,,
607,Lenovo ThinkPad P53s Home and Business Laptop,15.6,32,512,NVIDIA Quadro P520,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad P53s Home and Business Laptop, Intel i7-8665U 4-Core, 32GB RAM, 512GB M.2 SATA SSD, 15.6"" FHD (1920 x 1080), NVIDIA Quadro P520, Fingerprint, Wifi, Backlit keyboard, Windows 10 Pro",,,,,
608,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H",15.6,64,2048,NVIDIA GeForce GTX 1650 Ti,Lenovo,Windows10Pro,Intel Core i7 10th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro",,,,,
609,"HP Probook 445 G7 14.0"" FHD (1920 x 1080) Grade A Business Laptop",14,16,512,,,Windows10Pro,AMD Ryzen 5,Silver,1920x1080,,"HP Probook 445 G7 14.0"" FHD (1920 x 1080) Grade A Business Laptop, AMD Ryzen 5 4500U Professor, 2.3Ghz up to 4.0GHz, 16GB RAM, 512GB SSD, Wi-Fi, Bluetooth, HDMI, Webcam, Windows 10 Pro 64 bit",,,,,
610,Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer,15.6,16,256,,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer, Intel Core i5-8350U Processor, 16GB RAM, 256GB SSD, Backlit Keyboard, HDMI, CAM, Bluetooth, Windows 10 Pro",,,,,
611,Lenovo ThinkPad P52s Mobile Workstation Home and Business Laptop (Intel 8th Gen i7-8650U 4-core,15.6,16,512,Intel UHD Graphics 620,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad P52s Mobile Workstation Home and Business Laptop (Intel 8th Gen i7-8650U 4-core, 16GB RAM, 512GB SSD, 15.6 Inch FHD 1920x1080 IPS, NVIDIA Quadro P500, Backlit Keyboard, Windows 10 Pro",,,,,
612,Lenovo ThinkPad P53s Home and Business Laptop,15.6,32,512,NVIDIA Quadro P520,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad P53s Home and Business Laptop, Intel i7-8665U 4-Core, 32GB RAM, 512GB M.2 SATA SSD, 15.6"" FHD (1920 x 1080), NVIDIA Quadro P520, Fingerprint, Wifi, Backlit keyboard, Windows 10 Pro",,,,,
